"full_name","q","i","pha","H","moid","ad","first_obs","condition_code"
"       (2016 FD12)",1.110,6.75,N,25.40,0.113,2.95,2016-03-28,7
"       (2016 FE12)",0.386,29.83,N,20.60,0.103,2.17,2016-03-17,2
"       (2016 FF12)",0.669,15.24,N,26.20,0.0344,1.65,2016-03-27,8
"       (2016 FH12)",0.964,1.43,N,26.70,0.0113,2.59,2016-03-28,8
"       (2016 FL12)",0.983,6.74,N,26.30,0.0256,1.54,2016-03-28,7
"       (2016 FO12)",0.963,4.21,N,22.35,0.00261,4.09,2016-03-25,1
"       (2016 FP12)",0.894,0.59,N,25.60,0.00658,1.39,2016-03-13,5
"       (2016 FQ12)",1.089,17.32,N,25.40,0.208,2.28,2016-03-28,9
"       (2016 FR12)",0.821,12.46,N,24.60,0.136,1.13,2016-03-28,5
"       (2016 FS12)",0.904,10.57,N,24.10,0.0627,3.13,2016-03-28,8
"       (2016 FT12)",1.158,4.30,N,25.90,0.164,2.78,2016-03-28,9
"       (2016 FU12)",0.840,2.12,N,26.90,0.0337,1.17,2016-03-28,7
"       (2016 FV12)",0.643,6.96,N,25.40,0.0152,2.59,2016-03-28,9
"       (2016 FY12)",0.889,6.29,N,26.00,0.00356,3.50,2016-03-29,7
"       (2016 FZ12)",0.794,1.68,N,26.80,0.00524,1.48,2016-03-28,0
"       (2016 FA13)",1.132,18.79,N,22.28,0.129,1.33,2016-02-15,2
"       (2016 FB13)",0.745,0.23,N,26.60,0.00211,4.07,2016-03-30,7
"       (2016 FC13)",0.988,40.95,N,22.07,0.0327,1.53,2016-03-20,1
"       (2016 FE13)",1.063,10.95,N,25.70,0.0718,2.25,2016-03-29,8
"       (2016 FF13)",0.991,2.99,N,23.36,0.0494,3.80,2016-03-30,5
"       (2016 FL13)",0.932,8.39,N,25.40,0.0271,3.47,2016-03-28,7
"       (2016 FM13)",0.953,8.55,N,24.00,0.0641,3.15,2016-03-28,6
"       (2016 FN13)",1.036,1.58,N,27.20,0.0366,1.80,2016-03-28,7
"       (2016 FO13)",1.077,36.16,N,22.90,0.355,2.38,2016-03-28,6
"       (2016 FP13)",0.822,1.48,N,26.20,0.0188,1.10,2016-03-28,7
"       (2016 FQ13)",0.535,3.74,N,23.30,0.00676,3.33,2016-03-28,9
"       (2016 FR13)",1.048,8.54,N,25.10,0.0582,1.50,2016-03-28,7
"       (2016 FS13)",0.806,8.15,N,26.00,0.088,1.14,2016-03-29,2
"       (2016 FT13)",0.907,1.74,N,26.50,0.00801,4.30,2016-03-29,8
"       (2016 FU13)",1.068,16.60,N,22.30,0.11,3.92,2016-03-29,6
"       (2016 FV13)",0.879,5.08,N,25.92,0.00126,2.34,2016-03-28,0
"       (2016 FW13)",0.838,5.18,N,29.50,0.00188,1.79,2016-03-30,7
"       (2016 FX13)",0.616,2.78,N,26.20,0.000637,1.80,2016-03-30,8
"       (2016 FY13)",0.495,1.20,N,24.18,0.00918,1.30,2016-03-30,7
"       (2016 FZ13)",0.803,4.18,N,28.30,0.00305,1.09,2016-03-30,5
"       (2016 FA14)",0.746,4.27,N,27.38,0.00284,2.86,2016-03-31,7
"       (2016 FB14)",1.228,9.76,N,25.50,0.234,2.69,2016-03-28,9
"       (2016 FC14)",0.761,3.96,N,25.40,0.0316,3.71,2016-03-30,9
"       (2016 FF14)",0.902,1.35,N,27.10,0.00224,2.60,2016-03-31,7
"       (2016 FG14)",0.625,18.54,N,26.20,0.0373,1.28,2016-03-31,8
"       (2016 FH14)",1.022,8.75,N,25.79,0.0879,1.49,2016-03-15,8
"       (2016 FJ14)",1.131,4.43,N,20.90,0.124,4.43,2016-03-04,5
"       (2016 FK14)",1.200,24.73,N,20.46,0.29,3.43,2016-03-18,9
"       (2016 FL14)",0.989,20.54,N,25.90,0.0327,1.48,2016-03-31,7
"       (2016 FS14)",0.991,3.26,N,25.20,0.0217,4.38,2016-03-31,7
"       (2016 FT14)",0.637,4.32,N,24.69,0.0455,1.08,2016-03-31,0
"       (2016 FV14)",1.235,11.46,N,23.65,0.238,2.26,2016-03-28,5
"       (2016 FW14)",0.832,12.08,N,20.82,0.0988,2.14,2016-03-04,1
"       (2016 FY14)",1.055,12.06,N,19.06,0.145,3.74,2016-03-06,0
"       (2016 FA15)",0.267,14.28,N,22.90,0.131,2.07,2016-03-29,7
"       (2016 FB15)",1.000,4.39,N,26.70,0.0249,1.70,2016-03-30,7
"       (2016 FC15)",0.908,5.48,Y,21.20,0.0263,2.09,2016-03-31,2
"       (2016 FD15)",0.652,11.40,N,21.53,0.18,1.65,2016-03-31,1
"       (2016 FE15)",0.769,0.45,N,28.80,0.0013,2.11,2016-03-31,7
"       (2016 FF15)",0.529,10.79,N,19.02,0.182,3.73,2013-04-15,0
"       (2016 FD22)",0.876,25.09,N,23.70,0.00886,1.95,2016-03-30,8
"       (2016 FG39)",0.887,3.23,N,26.90,0.00281,1.60,2016-03-28,7
"       (2016 FH39)",1.093,3.77,N,24.26,0.116,1.42,2016-03-30,8
"       (2016 FJ39)",1.210,5.38,N,22.20,0.232,2.87,2016-03-31,1
"       (2016 FK39)",1.143,7.88,N,23.60,0.172,2.93,2016-03-30,5
"       (2016 FL39)",1.223,2.13,N,23.10,0.226,2.03,2016-03-02,6
"       (2016 FN56)",0.329,5.28,N,24.16,0.00175,2.26,2016-03-31,9
"       (2016 FG60)",0.550,9.32,Y,21.42,0.000322,2.26,2016-03-03,3
"       (2016 FH60)",0.852,6.02,N,23.14,0.00636,2.32,2003-10-01,0
"       (2016 FJ60)",1.178,3.15,,25.22,,2.84,2016-03-28,9
"       (2016 FL60)",0.613,24.87,N,23.92,0.336,1.37,2016-03-28,7
"       (2016 FQ60)",0.707,2.42,,26.20,,3.27,2016-03-31,9
"       (2016 FR60)",0.635,8.61,,29.30,,1.83,2016-03-31,8
"       (2016 FM151)",1.241,6.13,N,22.98,0.259,2.63,2016-03-30,1
"       (2016 FC168)",1.247,9.21,N,24.43,0.253,1.49,2016-03-28,9
"       (2016 FP176)",1.284,8.57,N,24.87,0.29,2.00,2016-03-28,9
"       (2016 GC)",1.005,9.21,N,26.50,0.0177,2.72,2016-04-01,8
"       (2016 GD)",1.032,0.62,N,26.40,0.0409,2.05,2016-04-01,7
"       (2016 GT)",0.932,0.57,N,26.00,0.00315,2.02,2016-04-01,7
"       (2016 GU)",0.887,6.94,N,25.70,0.00533,1.99,2016-04-01,6
"       (2016 GV)",0.935,29.03,N,24.80,0.0337,1.34,2016-04-01,8
"       (2016 GW)",0.988,17.28,N,24.80,0.0972,2.48,2016-04-01,9
"       (2016 GX)",0.649,1.21,N,25.52,0.00225,1.46,2016-04-01,8
"       (2016 GY)",1.070,4.78,N,26.40,0.0709,2.22,2016-04-01,7
"       (2016 GZ)",1.190,3.85,N,24.40,0.188,3.87,2016-04-01,7
"       (2016 GA1)",0.662,22.42,N,25.50,0.0118,2.59,2016-04-01,9
"       (2016 GB1)",0.455,4.72,N,21.46,0.0632,3.69,2016-04-01,0
"       (2016 GC1)",0.942,1.50,N,26.63,0.00323,1.99,2016-04-01,8
"       (2016 GD1)",1.227,5.63,N,22.90,0.226,2.72,2016-04-01,6
"       (2016 GE1)",0.992,10.68,N,26.70,0.00794,3.14,2016-04-02,0
"       (2016 GF1)",0.980,0.25,N,26.10,0.00336,3.00,2016-04-02,7
"       (2016 GG1)",1.030,6.20,N,26.60,0.0331,2.19,2016-04-02,7
"       (2016 GH1)",0.993,2.78,N,27.54,0.00585,1.90,2016-04-02,6
"       (2016 GV1)",0.839,5.96,N,24.30,0.0212,2.19,2016-04-02,7
"       (2016 GB2)",1.087,1.52,N,26.21,0.0852,3.55,2016-03-28,8
"       (2016 GC2)",1.164,10.37,N,23.30,0.214,3.39,2016-04-01,8
"       (2016 GD2)",0.986,4.32,N,26.50,0.0278,2.91,2016-03-30,8
"       (2016 GE2)",1.142,7.67,N,21.60,0.154,3.77,2016-04-02,5
"       (2016 GF2)",0.891,7.85,N,26.70,0.0105,3.44,2016-04-02,8
"       (2016 GG2)",1.048,8.49,N,22.00,0.0894,3.19,2016-03-17,1
"       (2016 GK2)",0.889,0.93,N,27.70,0.00078,2.24,2016-03-28,7
"       (2016 GL2)",1.066,14.94,N,23.67,0.0816,1.84,2009-04-01,0
"       (2016 GM2)",1.002,2.12,N,25.10,0.0013,4.20,2016-04-03,7
"       (2016 GN2)",0.802,10.38,N,25.00,0.0518,1.08,2016-04-03,5
"       (2016 GQ2)",0.341,11.63,N,20.40,0.182,4.76,2016-04-01,8
"       (2016 GR2)",1.137,4.09,N,25.00,0.14,3.16,2016-04-01,7
"       (2016 GS2)",0.913,3.86,N,22.99,0.0078,1.76,2016-03-31,0
"       (2016 GT2)",1.057,16.28,N,25.60,0.0611,2.18,2016-04-02,8
"       (2016 GU2)",0.087,10.27,N,24.00,0.0279,4.02,2016-04-03,8
"       (2016 GV2)",1.060,11.81,N,24.20,0.096,4.18,2016-04-03,8
"       (2016 GW2)",1.080,6.11,N,25.00,0.0894,2.94,2016-04-03,7
"       (2016 GX2)",0.992,17.10,N,25.10,0.0484,2.28,2016-04-03,8
"       (2016 GY2)",0.649,9.35,N,26.10,0.0117,1.19,2016-04-02,5
"       (2016 GA3)",0.819,10.34,N,24.80,0.0329,1.13,2016-04-03,5
"       (2016 GH3)",1.019,2.49,N,27.20,0.0213,2.54,2016-04-04,7
"       (2016 GJ3)",1.127,18.82,N,23.40,0.142,1.47,2016-04-04,7
"       (2016 GX15)",1.299,11.12,N,17.60,0.296,3.81,1988-08-19,0
"       (2016 GC134)",0.984,4.77,N,26.20,0.0202,1.35,2016-04-03,7
"       (2016 GD134)",0.987,7.06,N,23.63,0.057,1.24,2016-04-03,0
"       (2016 GE134)",1.031,4.72,N,25.10,0.0428,1.89,2016-04-04,7
"       (2016 GF134)",0.977,16.17,N,24.70,0.0536,2.31,2016-04-05,8
"       (2016 GG134)",1.017,7.64,N,25.50,0.0364,3.10,2016-03-31,8
"       (2016 GH134)",0.533,26.36,N,22.61,0.00504,1.67,2016-04-02,8
"       (2016 GJ134)",0.516,0.86,N,23.51,0.00406,2.59,2016-04-03,2
"       (2016 GK134)",0.883,1.65,N,27.30,0.0133,2.61,2016-04-04,8
"       (2016 GL134)",1.064,2.23,N,24.40,0.0751,3.16,2016-04-04,8
"       (2016 GM134)",0.917,3.35,N,26.11,0.0336,1.59,2016-04-04,8
"       (2016 GN134)",0.778,3.82,N,30.32,8.48e-05,2.51,2016-04-05,6
"       (2016 GO134)",0.846,6.99,N,27.60,0.00347,3.85,2016-04-06,7
"       (2016 GP134)",1.184,20.95,N,22.05,0.237,1.74,2013-10-03,0
"       (2016 GQ134)",0.788,12.25,Y,21.50,0.0356,2.20,2016-04-01,4
"       (2016 GS134)",0.877,0.09,N,27.70,0.000889,2.86,2016-04-02,7
"       (2016 GC135)",1.134,17.06,N,23.49,0.184,1.48,2016-03-02,0
"       (2016 GD135)",0.851,9.40,Y,21.20,0.00943,3.09,2016-04-03,2
"       (2016 GE135)",0.937,13.97,N,23.02,0.11,1.86,2016-03-30,0
"       (2016 GF135)",0.912,9.68,N,26.20,0.0186,1.63,2016-04-04,8
"       (2016 GG135)",0.438,24.06,N,20.78,0.0723,2.22,2016-04-04,0
"       (2016 GH135)",0.843,20.99,N,22.10,0.0754,1.13,2016-04-05,0
"       (2016 GJ135)",1.015,9.92,N,25.00,0.0522,2.79,2016-04-05,8
"       (2016 GK135)",0.900,3.20,N,28.10,0.0185,1.07,2016-04-05,5
"       (2016 GL135)",0.702,9.39,N,20.75,0.156,2.18,2016-04-03,6
"       (2016 GM135)",0.662,14.18,N,22.32,0.191,1.72,2016-04-03,7
"       (2016 GK206)",1.121,3.97,N,21.40,0.128,4.10,2016-01-14,5
"       (2016 GL206)",0.519,1.25,N,24.50,0.0195,3.84,2016-04-03,8
"       (2016 GM206)",0.564,9.30,N,20.00,0.158,3.75,2016-04-04,1
"       (2016 GO206)",0.573,3.32,N,26.30,0.000381,4.50,2016-04-09,8
"       (2016 GP206)",0.965,3.76,N,25.10,0.044,3.52,2016-04-03,8
"       (2016 GA207)",1.158,5.58,N,23.60,0.181,3.47,2016-04-09,7
"       (2016 GC207)",1.027,5.31,N,26.70,0.0325,4.44,2016-04-10,8
"       (2016 GD207)",1.011,7.60,N,25.80,0.0122,1.99,2016-04-10,7
"       (2016 GF207)",1.058,17.33,N,25.40,0.0562,2.26,2016-04-10,8
"       (2016 GF216)",1.056,2.83,N,24.90,0.0527,1.55,2016-03-12,0
"       (2016 GG216)",0.489,14.71,N,23.15,0.147,1.53,2014-03-25,1
"       (2016 GU216)",0.690,20.77,N,18.46,0.279,4.23,2016-04-10,0
"       (2016 GV216)",1.153,5.03,N,23.30,0.16,3.31,2016-04-11,8
"       (2016 GW216)",1.094,9.04,N,22.62,0.106,1.52,2016-04-11,0
"       (2016 GN220)",1.175,6.98,N,19.09,0.163,3.44,2013-11-05,1
"       (2016 GO220)",1.292,20.00,N,17.31,0.346,4.98,2016-03-13,0
"       (2016 GP220)",0.971,16.45,N,22.02,0.0708,4.87,2016-04-11,0
"       (2016 GQ220)",0.869,6.48,N,23.30,0.0111,2.18,2016-04-11,7
"       (2016 GR220)",1.101,3.13,N,24.20,0.112,3.68,2016-04-11,6
"       (2016 GS220)",0.421,6.82,N,22.78,0.045,1.31,2016-04-11,3
"       (2016 GU220)",1.215,25.23,N,20.30,0.376,4.16,2016-04-01,6
"       (2016 GV220)",1.078,41.04,N,21.50,0.087,1.87,2016-04-12,8
"       (2016 GW220)",0.874,0.26,N,26.80,0.00186,3.93,2016-04-13,7
"       (2016 GX220)",1.001,3.80,N,28.80,0.00952,1.72,2016-04-10,6
"       (2016 GY220)",1.063,12.88,N,24.60,0.0728,2.31,2016-04-13,8
"       (2016 GZ220)",0.908,7.95,N,26.20,0.0261,1.56,2016-04-13,7
"       (2016 GA221)",0.651,14.69,N,22.70,0.102,1.50,2016-04-12,7
"       (2016 GB221)",0.933,21.48,N,21.88,0.0568,1.44,2016-04-05,2
"       (2016 GC221)",0.862,25.26,N,24.80,0.0192,1.20,2016-04-13,7
"       (2016 GN221)",1.215,9.30,N,20.50,0.216,4.00,2016-04-11,4
"       (2016 GP221)",0.599,8.87,N,25.90,0.00195,2.53,2016-04-14,8
"       (2016 GT221)",1.098,12.35,N,23.30,0.149,1.44,2016-04-14,6
"       (2016 GU221)",1.147,13.30,N,20.28,0.275,2.25,1996-03-19,0
"       (2016 GV221)",0.829,3.68,N,25.02,0.0206,1.54,2016-04-11,7
"       (2016 GW221)",0.606,3.76,N,24.76,0.0229,1.05,2016-04-14,0
"       (2016 GX221)",0.302,6.91,Y,21.60,0.021,4.69,2016-04-03,6
"       (2016 GY221)",1.038,13.66,N,24.50,0.0378,1.85,2016-04-10,7
"       (2016 GZ221)",1.164,26.21,N,21.78,0.355,4.00,2016-04-03,6
"       (2016 GA222)",0.927,20.99,N,20.02,0.127,2.51,2008-09-24,0
"       (2016 GB222)",0.860,1.93,N,26.80,0.00709,2.30,2016-04-15,7
"       (2016 GC222)",0.999,4.31,N,25.70,0.0112,3.80,2016-04-15,8
"       (2016 GD222)",0.987,8.48,N,25.90,0.0193,2.83,2016-04-15,7
"       (2016 GK222)",1.044,31.06,N,21.00,0.251,2.86,2016-04-14,6
"       (2016 GL222)",0.995,3.53,N,25.80,0.0334,1.31,2016-04-15,7
"       (2016 GZ240)",1.059,4.81,N,23.50,0.0696,2.72,2016-04-03,5
"       (2016 GB241)",1.262,15.28,N,19.14,0.253,5.23,2010-05-21,0
"       (2016 GD241)",0.344,11.67,Y,21.45,0.0471,2.63,2016-04-01,7
"       (2016 GF241)",0.947,29.18,N,23.30,0.168,1.84,2016-04-05,8
"       (2016 GC252)",0.554,5.99,,29.21,,3.33,2016-04-02,8
"       (2016 GK363)",0.921,3.28,N,22.97,0.0086,2.57,2016-03-29,9
"       (2016 HA)",0.775,1.11,N,26.20,0.0102,1.94,2016-04-17,7
"       (2016 HB)",0.968,4.02,N,24.40,0.0115,2.49,2016-04-17,7
"       (2016 HE)",1.286,12.89,N,22.23,0.291,2.94,2016-03-12,5
"       (2016 HF)",1.042,2.52,N,25.00,0.0467,2.93,2016-04-17,7
"       (2016 HK)",0.774,12.37,N,24.80,0.00837,1.07,2016-04-12,3
"       (2016 HM)",1.194,39.55,N,20.08,0.218,2.27,2000-05-30,0
"       (2016 HN)",0.898,12.31,N,22.57,0.0178,1.95,2016-04-21,2
"       (2016 HO)",1.008,1.56,N,25.70,0.00584,2.00,2016-04-20,5
"       (2016 HF2)",0.795,5.13,N,26.10,0.00554,1.18,2016-04-25,5
"       (2016 HM2)",1.278,13.15,N,21.13,0.273,1.58,2004-05-22,0
"       (2016 HN2)",0.962,4.49,N,23.50,0.0626,3.13,2016-04-26,6
"       (2016 HO2)",1.049,0.54,N,26.00,0.0399,3.01,2016-04-26,8
"       (2016 HC3)",0.910,8.81,N,20.02,0.0676,3.59,2016-04-25,0
"       (2016 HD3)",0.699,0.63,N,27.83,0.00065,1.14,2016-04-27,3
"       (2016 HE3)",0.465,10.66,N,24.30,0.0567,1.09,2016-04-27,7
"       (2016 HF3)",1.026,6.20,N,24.60,0.0162,3.09,2016-04-27,6
"       (2016 HL3)",0.809,3.45,N,24.70,0.0385,1.13,2016-04-27,2
"       (2016 HM3)",1.069,2.16,N,25.48,0.0583,3.54,2016-04-27,8
"       (2016 HN3)",0.955,19.35,Y,21.38,0.0332,3.34,2016-04-22,1
"       (2016 HP3)",1.001,2.94,N,23.70,0.0455,3.88,2016-04-28,6
"       (2016 HV3)",0.966,23.79,Y,20.09,0.0142,1.91,2004-06-14,0
"       (2016 HX3)",1.221,5.49,N,21.33,0.225,1.74,2007-04-25,0
"       (2016 HO6)",1.056,4.45,N,25.40,0.0548,3.03,2016-04-29,7
"       (2016 HP6)",1.014,3.92,N,25.40,0.00638,2.14,2016-04-29,0
"       (2016 HR6)",1.042,3.67,N,24.40,0.0493,1.62,2016-04-27,6
"       (2016 HS6)",0.667,21.55,N,20.90,0.257,1.90,2016-04-01,5
"       (2016 HT6)",0.730,3.51,N,25.90,0.0127,1.61,2016-04-29,8
"       (2016 HE19)",1.073,7.33,N,26.30,0.0688,1.41,2016-04-30,7
"       (2016 HF19)",0.784,0.78,N,26.50,0.00503,1.05,2016-04-30,6
"       (2016 HG19)",0.992,24.42,N,23.10,0.155,1.48,2016-04-30,4
"       (2016 HH19)",1.023,8.94,N,26.60,0.0402,3.11,2016-04-28,8
"       (2016 HJ19)",0.691,36.30,N,20.68,0.25,1.27,2016-04-30,1
"       (2016 HK19)",1.179,19.85,N,21.70,0.167,4.29,2016-04-30,6
"       (2016 HO19)",1.199,23.34,N,20.51,0.396,3.29,2016-04-30,7
"       (2016 HP19)",0.847,14.27,N,19.37,0.0966,4.56,2016-04-29,3
"       (2016 HQ19)",1.039,3.08,N,23.80,0.0618,3.75,2016-04-30,5
"       (2016 HS19)",0.823,15.41,N,20.80,0.0543,4.83,2016-04-30,4
"       (2016 HT19)",0.822,12.40,N,23.00,0.0885,1.53,2016-04-30,7
"       (2016 HX23)",0.790,4.28,N,26.95,0.00752,2.79,2016-04-30,9
"       (2016 HY23)",1.018,3.88,N,26.91,0.0164,3.31,2016-04-29,8
"       (2016 JA)",0.741,0.05,N,27.60,0.000164,1.29,2016-05-01,6
"       (2016 JB)",0.779,9.59,N,27.10,0.0119,1.04,2016-05-02,5
"       (2016 JE)",0.434,16.68,N,21.87,0.113,1.21,2013-04-13,1
"       (2016 JG)",1.068,17.90,N,24.40,0.184,1.53,2016-05-01,7
"       (2016 JH)",1.031,0.83,N,27.10,0.0343,1.74,2016-05-01,7
"       (2016 JM)",1.074,4.34,N,26.50,0.071,1.78,2016-05-01,6
"       (2016 JN)",1.033,6.10,N,23.40,0.109,2.12,2016-05-01,0
"       (2016 JO)",1.154,7.40,N,23.40,0.196,2.73,2016-05-01,9
"       (2016 JQ)",1.065,9.32,N,22.50,0.114,3.01,2016-05-02,7
"       (2016 JS)",1.179,19.70,N,21.80,0.229,2.14,2016-05-02,6
"       (2016 JT)",1.072,4.49,N,24.20,0.0807,3.51,2016-05-02,6
"       (2016 JV)",1.025,2.65,N,24.90,0.0363,3.07,2016-05-01,6
"       (2016 JE5)",0.905,12.04,N,24.19,0.0284,1.37,2016-05-01,2
"       (2016 JN5)",0.831,11.10,N,23.79,0.0626,2.01,2016-05-01,2
"       (2016 JO5)",0.926,5.38,N,23.40,0.0259,3.13,2016-05-02,7
"       (2016 JP5)",0.601,65.77,N,22.70,0.0656,1.12,2016-05-03,9
"       (2016 JQ5)",0.905,3.43,N,28.10,0.00341,2.25,2016-05-03,7
"       (2016 JR5)",0.869,2.84,N,25.00,0.0207,1.81,2016-05-03,8
"       (2016 JS5)",0.784,3.05,N,30.70,0.000393,3.42,2016-05-03,6
"       (2016 JT5)",0.885,18.67,N,24.90,0.0686,1.46,2016-05-03,8
"       (2016 JU5)",0.614,1.40,N,26.10,0.0138,2.86,2016-05-01,8
"       (2016 JV5)",0.608,8.45,N,23.30,0.065,1.18,2016-05-03,5
"       (2016 JW5)",0.889,2.96,Y,21.95,0.0302,4.56,2016-01-04,0
"       (2016 JX5)",0.932,1.60,N,26.90,0.0101,1.79,2016-05-02,7
"       (2016 JY5)",0.858,4.63,N,27.10,0.00229,1.32,2016-05-04,6
"       (2016 JZ5)",0.965,6.87,N,27.00,0.000281,2.15,2016-05-04,7
"       (2016 JA6)",0.787,16.01,N,26.30,0.00139,1.39,2016-05-04,6
"       (2016 JB6)",1.124,8.13,N,20.65,0.13,3.44,2016-05-03,0
"       (2016 JC6)",0.578,6.78,Y,21.37,0.0197,1.03,2016-04-15,0
"       (2016 JE6)",0.491,6.28,N,24.28,0.0533,1.35,2016-05-04,7
"       (2016 JF6)",1.064,10.28,N,24.10,0.074,1.27,2016-05-04,6
"       (2016 JK6)",1.043,5.17,N,24.80,0.0892,2.61,2016-05-01,9
"       (2016 JL6)",1.099,1.47,N,23.50,0.085,3.64,2016-05-04,6
"       (2016 JM6)",0.968,7.42,N,21.90,0.078,3.30,2016-04-09,5
"       (2016 JN6)",1.047,1.48,N,25.90,0.0526,1.70,2016-03-07,5
"       (2016 JX11)",0.566,18.38,N,25.00,0.0226,1.64,2016-05-03,7
"       (2016 JG12)",0.870,5.49,N,22.54,0.0174,1.74,2016-05-03,0
"       (2016 JH12)",0.635,18.03,N,22.30,0.205,1.27,2016-05-04,3
"       (2016 JJ12)",1.067,3.48,N,25.60,0.0746,2.05,2016-05-05,7
"       (2016 JK12)",1.028,20.46,N,25.10,0.0706,1.40,2016-05-05,8
"       (2016 JP15)",0.440,24.07,N,21.16,0.126,1.35,2015-06-03,1
"       (2016 JF17)",1.267,3.52,N,24.00,0.257,3.14,2016-05-01,9
"       (2016 JG17)",1.006,4.23,N,25.36,0.0355,4.61,2016-04-30,6
"       (2016 JH17)",1.017,24.94,N,20.32,0.231,1.77,2016-04-02,0
"       (2016 JJ17)",0.647,5.60,N,22.90,0.0353,1.25,2016-05-04,3
"       (2016 JK17)",0.451,44.44,N,20.98,0.0648,2.23,2016-05-05,9
"       (2016 JL17)",1.036,19.43,N,24.60,0.122,1.63,2016-05-05,8
"       (2016 JM17)",0.517,21.01,N,19.60,0.35,4.33,2016-05-05,6
"       (2016 JN17)",1.184,26.48,N,20.56,0.251,1.59,2011-03-30,0
"       (2016 JP17)",0.872,7.39,N,23.10,0.0294,2.41,2016-05-07,7
"       (2016 JQ17)",0.818,42.45,N,18.47,0.143,2.66,2002-04-08,0
"       (2016 JB18)",0.956,1.89,N,27.60,0.00334,1.29,2016-05-05,4
"       (2016 JC18)",0.716,28.91,N,22.80,0.0443,1.89,2016-05-07,8
"       (2016 JD18)",0.867,5.39,N,24.60,0.00285,4.72,2016-05-01,5
"       (2016 JE18)",1.012,13.80,N,26.30,0.0259,1.65,2016-05-08,7
"       (2016 JF18)",0.464,14.61,N,23.80,0.0514,1.64,2016-05-07,8
"       (2016 JH18)",0.664,4.34,N,26.10,0.0204,1.13,2016-05-08,7
"       (2016 JH24)",1.180,6.36,N,20.64,0.169,3.35,2016-03-07,1
"       (2016 JJ24)",0.317,10.86,Y,20.24,0.0142,2.30,2016-05-05,2
"       (2016 JL24)",1.217,29.51,N,22.50,0.279,2.35,2016-05-07,6
"       (2016 JM24)",0.743,20.22,N,23.00,0.0793,1.78,2016-05-08,9
"       (2016 JN24)",1.289,38.00,N,19.20,0.307,2.37,2016-05-01,0
"       (2016 JU24)",0.677,7.41,N,18.85,0.0952,2.54,2010-05-09,3
"       (2016 JV24)",0.769,30.44,N,23.96,0.0873,2.17,2016-05-09,1
"       (2016 JX24)",0.696,7.19,N,25.40,0.0118,1.08,2016-05-10,6
"       (2016 JS28)",1.225,5.00,N,20.62,0.228,2.42,2011-04-23,0
"       (2016 JT28)",0.522,10.34,N,23.70,0.0219,1.55,2016-05-10,8
"       (2016 JU28)",0.584,6.29,N,27.70,0.0154,1.13,2016-05-11,7
"       (2016 JV28)",0.995,11.95,N,24.40,0.103,3.28,2016-05-10,8
"       (2016 JW28)",0.876,0.92,N,25.50,0.00416,3.29,2016-05-11,8
"       (2016 JX28)",0.864,1.70,N,24.60,0.00463,1.99,2016-05-11,7
"       (2016 JY28)",0.926,12.25,N,22.90,0.0763,4.78,2016-05-10,8
"       (2016 JZ28)",1.121,13.70,N,21.90,0.271,3.73,2016-05-10,4
"       (2016 JA29)",1.063,28.14,N,24.60,0.0845,1.86,2016-05-11,8
"       (2016 JB29)",0.996,6.28,N,24.70,8.47e-05,2.95,2016-05-11,4
"       (2016 JC29)",1.237,26.59,N,22.46,0.28,1.63,2016-05-10,7
"       (2016 JF29)",1.209,13.44,N,22.70,0.225,1.43,2004-09-17,0
"       (2016 JG29)",0.822,4.68,N,25.40,0.0056,3.50,2016-05-12,8
"       (2016 JH29)",1.001,2.92,N,24.90,0.00376,1.95,2016-05-13,8
"       (2016 JR33)",0.809,9.00,N,23.60,0.0875,1.25,2016-05-13,7
"       (2016 JT33)",0.929,10.18,N,23.60,0.0733,1.84,2016-05-12,7
"       (2016 JU33)",0.853,3.88,Y,20.94,0.0089,2.80,2015-11-01,0
"       (2016 JV33)",1.227,7.19,N,21.80,0.221,3.01,2016-05-05,8
"       (2016 JW33)",1.018,11.79,N,23.40,0.171,2.94,2016-05-14,5
"       (2016 JD34)",1.132,10.80,N,21.60,0.116,3.13,2013-05-20,0
"       (2016 JE34)",1.259,9.63,N,20.80,0.268,3.96,2016-05-13,4
"       (2016 JK34)",0.901,7.84,N,23.50,0.0309,3.53,2016-05-15,7
"       (2016 JN34)",1.091,45.16,N,20.40,0.353,2.03,2016-05-15,0
"       (2016 JD38)",1.277,18.30,N,20.98,0.347,2.33,2016-05-02,1
"       (2016 JF38)",0.944,2.95,N,27.93,0.0108,1.53,2016-05-01,9
"       (2016 JG38)",0.870,3.72,N,23.99,0.0192,2.33,2016-05-01,0
"       (2016 JH38)",1.168,6.19,N,25.31,0.215,1.46,2016-05-01,9
"       (2016 JJ38)",0.766,3.71,N,27.20,0.0327,1.18,2016-05-01,9
"       (2016 JL38)",0.732,4.66,N,25.70,0.0308,1.35,2016-05-01,7
"       (2016 JM38)",0.620,21.43,N,24.75,0.0935,2.14,2016-05-03,9
"       (2016 JN38)",0.612,4.45,N,29.07,0.00298,3.24,2016-05-03,9
"       (2016 JO38)",0.937,1.70,N,24.40,0.00295,1.92,2016-04-27,9
"       (2016 JP38)",1.258,1.64,N,24.20,0.253,2.32,2016-04-12,8
"       (2016 JQ38)",1.185,6.39,N,25.58,0.178,2.97,2016-05-03,9
"       (2016 JR38)",1.060,4.90,N,24.11,0.0826,1.35,2016-05-03,0
